User,Rating,Date,Review
Cening Rara,5,2024-02-09 06:48:04,"pertama kali pakai bajaj, pelayanannya top, driver ramah dan kendaraan oke"
tirr2511,5,2024-02-09 05:26:09,jd hemat uang pke iniii
Nur Isfirayani,4,2024-02-09 01:40:21,kalo bisa jgn terlalu ngebut. sama aja dgn naik motor
Herbal Makassar Shop,5,2024-02-09 01:08:15,mantap
Anastasia Setiawati,5,2024-02-08 13:08:43,sangat membantu
Diana Fitri,5,2024-02-08 13:08:41,Alhamdulillah baik
Sufiana Nrdin36,5,2024-02-08 11:08:35,bagus untuk perjalanan dekat dan juga harga terjangkau
Hujerah Kasim,5,2024-02-08 09:36:48,perjalananx dinikmati keren pokokx nyaman
Udjhoo,5,2024-02-08 08:32:36,mantap
andrie gita,5,2024-02-08 05:35:06,ok..mantap
Sinta Dewi,5,2024-02-08 03:21:05,sopan
Mariska Fabiola,5,2024-02-07 14:37:15,bagus
Fredy kadang,5,2024-02-07 10:49:13,"okk,mantab"
An'No AR,5,2024-02-07 10:28:38,disarankan coba maxride ternyata betul ramah drivernya ramah lingkungan dan kecepatan sesuai aturan lalulintas
Hesti Hesti,5,2024-02-07 09:43:39,sangat cepat
AF fandy,5,2024-02-07 06:48:02,"alhamdulillaah, sangat baik. terimakasih"
Rahman Opas,5,2024-02-06 12:29:09,terima kasih bajaj
Chandra Kirana,5,2024-02-06 10:52:44,mantap sekali pelayanan bajai ini semoga saja bisa seperti ini terus
Arch Irak,3,2024-02-06 08:38:25,"Masih kurang area makassar, lama menunggu dan kadang dak bisa order Dan driver kadang masih seenaknya mau Terima apa tidak, mungkin karena saingan masih kurang ya"
Butterscotch31,5,2024-02-06 07:44:15,"drivernya masih sedikit jd aga susah dptnya... smga bs nambah lagi, utk pembayaran smga bs chasless."
Farida Tuanaya,5,2024-02-06 07:43:09,terima kasih
Rayyan Ramadhan,5,2024-02-06 05:08:31,sangat baikk
Idha Farikhaz,3,2024-02-06 04:32:18,PADA SAAT MENGORDER TIDAK ADA YANG MAU TERIMAğŸ‘
keisyah fathir,5,2024-02-06 04:27:01,mantap
Syahrul Fayyadh,5,2024-02-06 04:21:53,mantap
Agus Jie,4,2024-02-06 02:03:06,"renspon nya cepat, sampai tujuan dgn lancar,mantap."
Asry SH,5,2024-02-06 02:01:27,makasi
Muh. Aryo Anugerah,4,2024-02-05 12:34:21,harga tidak tertera setelah dapat driver
suriani mokla,5,2024-02-05 06:41:38,good
Arnold Andilolo,1,2024-02-05 06:00:44,Kenapa kode verifikasi via sms tdk pernah ada/ muncul... bgm mo di pake... mengecewakan..
natalia agnes,5,2024-02-05 01:28:24,Terima kasih
AJI_ ICCHANK,5,2024-02-04 15:20:48,Bru di coba
Muh Devan Alghifari,5,2024-02-04 11:22:14,"Alhamdulillah maxride, driver nya baik dan ramah"
Nining Wahyudi,5,2024-02-04 11:01:35,bapaknya ramah......
Andi Baso,5,2024-02-04 07:05:44,baik dan ramah ğŸ˜Š
Inriani Idrus,4,2024-02-04 01:02:06,sejauh ini baik
Sukman Mappe,5,2024-02-04 00:19:37,"Nyaman & Aman. Perlu sdikit perbaikan aplikasi, bgaimana bisa kontak driver utk mmastikan posisi titik jemputan."
Jufe Jufri,3,2024-02-03 23:52:06,Tolong driver nya di kasih tau kalau mau berhenti dipinggir jalan jangan sama kayak angkutan umum alias pete2 tw sen kiri tw sen hati2
Maryanti Anti,5,2024-02-03 09:22:13,ramah sopirnya
Rini Ponya,5,2024-02-03 07:01:11,terimakasih
Hafsa,5,2024-02-03 06:56:31,bagus
Aguzz Megauk,5,2024-02-03 06:45:37,ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘
Muh.Akbar Fhysio,5,2024-02-03 06:45:08,ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘
Nurul Atira,5,2024-02-03 05:31:43,sangat baik
Ichank Icc,5,2024-02-03 05:14:29,Sangat membantu masyarakat di kota Makassar. Smoga ke depannya tambah bagus baik pelayanan dan aplikasinya...
Andi Batari,5,2024-02-03 04:09:35,Good
Paulina Manangka,5,2024-02-02 11:43:46,Aplikasi bagus
henny r ronggur,5,2024-02-02 10:56:11,pak saya mau tanya ada hp ketinggalan d kursi
Nur Kanaya,5,2024-02-02 02:15:25,good
Ras Man,5,2024-02-01 07:59:32,mantap ongkos sesui
Galang,5,2024-01-31 15:50:26,murah banyak angin
Yusniati Niaty,5,2024-01-31 09:41:05,bagus cepat
Ambo Nilma,5,2024-01-31 07:39:20,Bru mau mencoba
Andi Ayra,5,2024-01-31 06:55:48,terima kasih
Bear Brand,5,2024-01-31 06:37:19,Kenapa Belum Bisa Aplikasinya Di Kab.Maros
Ilham Ilo,1,2024-01-31 06:17:37,Biaya daftarnya terlalu mahal untuk wilayah makasar mingguan juga terlalu mahal
Mhmmad Ridwan,1,2024-01-31 02:46:51,Bnyk kurangnya
Asrina Alimuddin,5,2024-01-31 00:06:59,mantap
Nursanty Santy,5,2024-01-30 11:06:46,terimakasih pak ğŸ™
Hania Hania,5,2024-01-30 07:25:35,driver nya ramah
Marda Wiyah,5,2024-01-30 06:49:37,"Pengemudi yang baik, serba hati2 bawa kendaraan. Semoga makin lancar rezekinya ya pak"
Diana Wati,5,2024-01-30 04:41:51,"aman,nyaman.armadax dibanyakin"
Kasma Serang,5,2024-01-29 23:24:18,sangat puas
Heni Ramdani,5,2024-01-29 12:53:15,sangat menyenangkan Naik bajay.. Semogah usaha bajay lancar.. Amiin ğŸ¤²
Fatmawati Usman,5,2024-01-29 05:21:30,bagus tawwa ... terima kasih driver...
Iwank Iwank,5,2024-01-29 03:33:16,baik
Hasanuddin Nojeng (hasan),5,2024-01-29 02:34:53,lumyanlah
Kopi Susu,5,2024-01-29 02:19:47,ğŸ‘
Aqirah Levitov,5,2024-01-29 00:07:00,mantap
Rafly Eka,5,2024-01-28 04:45:05,sangat tepat waktu
syipaawww,5,2024-01-27 12:15:22,"bagusss bgt, nyaman lagii"
ulil nur,5,2024-01-27 10:15:38,Baik
Nur wahyuni Ayu,5,2024-01-27 08:53:10,nyaman
Ariyanto Suyuti,5,2024-01-27 08:41:33,Mantap
Asya Ri,5,2024-01-27 04:55:33,sangat cepat dan dan murah
Amin Tanjeng,5,2024-01-27 02:16:56,pelayanan baik
Sri Nurhakikii,5,2024-01-27 02:12:10,Sangat memudahkan apalagi disaat hujan. Pokoknya maxride sangat membantu Terimakasih MAXRIDE
Andi Arifin,5,2024-01-27 01:38:22,Transportasi alternatif solutif
Rahim Bustam,5,2024-01-27 01:26:46,Aplikasi yg mantap untuk customer tiga roda.
shoot power,5,2024-01-27 01:26:00,Aplikasi ini sangat membantu dibanding aplikasi yg lain
emil alvapratama,5,2024-01-27 01:25:47,Terbaik memang ini Maxride ......
Fathur Ashar,5,2024-01-27 01:23:58,Mantap
Harya Seno,5,2024-01-27 01:23:53,Mantaps
Via Kisman,5,2024-01-26 14:38:09,Good
Nana Dalle,5,2024-01-26 14:36:42,Maxride Bajaj mantap dan harga bersahabt ğŸ‘ğŸ‘
unank vera,5,2024-01-26 12:48:01,Keren !!! Aktifitas lancar biar hujan trobossa. Mantapp bajaiğŸ¤©
Doker Dokerz,5,2024-01-26 12:46:35,"Aplikasi ini sangat menbantu masyarakat khususnya di kota makassar, dan harga murah terjangkau. Sukses terus buat maxride sebagai apikasi pendatang baru yg sangaat menarik ğŸ˜ğŸ˜â­â­â­"
Tanti Apriani,5,2024-01-26 10:49:01,"seru bgt,,driverx jg ramah"
Erna Wati,5,2024-01-26 09:24:28,bagus
hatim hanum,5,2024-01-26 06:30:17,driverx ramah
Kholifatu Hasanah,5,2024-01-26 04:31:21,ramah
ibnu baso,1,2024-01-25 13:14:36,"Lebih mahal dibandingkan grab, drivernya juga didebat dulu baru mau sesuai rute ,hanya krn macet , jd agak maksain mau lewat tol, padahal budget pas pasan. Bayangkan kalo lewat tol , yg bayar tol kan si penumpang. Diaplikasi juga tdk akurat, masa' udah mau sampai tp keterangan sementara menunggu menjemput. Dan tdk muncul rincian infonya pula seperti tarif . Perbaiki lagilah ."
Awaluddin Bahar,1,2024-01-25 13:00:43,Driver sering ugal ugalan lebih parah dari bentor
Jannatun Mawaddah,5,2024-01-25 03:31:22,"Perjalanannya jadi lebih menyenangkan. Akan jadi pilihan transportasi favorit utamanya buat anak2. Terimakasih, Pak"
Irma Sweety,5,2024-01-25 01:18:36,Transportasi yg bagus
lala Jovary,5,2024-01-24 13:03:54,kendaraan yg sgt istimewağŸ˜
Agussalim ST,5,2024-01-24 06:25:17,"Alhamdulillah... kehadiran bajaj di kota Makassar dapat menyerap tenaga kerja atau mengurangi pengangguran, jaya selalu"
Abyan channel,5,2024-01-24 05:22:56,sangat bagus
Nurliati lia,5,2024-01-24 00:22:26,Bagus
Chia Mantasia,5,2024-01-24 00:08:33,drivernya ramah
Andi Tenri Jaya,5,2024-01-23 07:13:31,pelayanan yg sangat memuaskan
Fina,5,2024-01-23 06:27:06,bagus
Tukan Emas Anda,5,2024-01-23 04:35:37,sangat membantu
Only God Know,1,2024-01-23 04:29:20,"Minimal berbaiki la sudah pesan sesuai titik eh malah pindah di lokasi lain sampe2 tukan Bajainya Marah2 tidak tau cerita pelan"""
Sugiyono Dayat,5,2024-01-23 02:15:41,driver baik dan hargapun terjangkau
Agus Santosa,5,2024-01-22 12:01:36,Mantaps bisa masuk lorong sempit
RAM LAN,5,2024-01-22 08:14:27,sangat membantu ketika hujan
Step Stephanus,5,2024-01-22 07:57:58,mantap
Herman Syaah,1,2024-01-22 07:22:10,Masih belum bisa menjangkau semua lokasi di maps
Muhlis Alhaq,5,2024-01-22 06:21:50,Murah meriah aman
hikmawati ahmad,5,2024-01-21 07:33:14,"keliling Makassar naik Bajaj kayaknya Oke.. Bajaj masih baru, mulus dan pelayanan bagus..ğŸ‘"
Nur Riskiyanti,5,2024-01-21 07:29:03,good
Mia Cammo,5,2024-01-21 06:58:52,ramah
Isra,5,2024-01-21 04:24:59,mantap
Jumardi 933,5,2024-01-21 02:08:03,sangat rekomend
Irwandi Thayf,1,2024-01-20 07:09:11,Tolong dipastikan deiver bajajnya sudah benarÂ² paham tentang motor manual. Kan repot jg kalau drivernya selama ini hanya pakai motor matic terus tibaÂ² harus mengendarai motol manual . Masa sih penumpang yg mesti mentorin drivernya ..
muammar khadafi said tiro,5,2024-01-20 06:05:21,mantap
Kartini Waralalo21,5,2024-01-20 02:11:52,bagus layanan nya
Igo Splitsplit,5,2024-01-19 12:30:41,mantap
17 Plus,5,2024-01-19 11:13:38,Bgs banget
Ani Quincha,5,2024-01-19 08:57:39,"klo bs pembyran jgn cash dong, klo bs sistem trf ato yg lain ğŸ™ğŸ™"
rosali effendy,5,2024-01-19 08:37:02,nyaman
Suli Ono,5,2024-01-19 05:05:23,"harga pengantaran lumayan terjangkau bagi kami kaum menengah ke bawah, mantap."
Hapida Pida,5,2024-01-18 05:30:15,terima kasih
R. Dimas,5,2024-01-18 03:56:48,baik
fredy likaja,5,2024-01-17 03:00:45,"Praktis,murah,bisa selap selip di jalanan kecilğŸ™‚"
DARTI DARTI,5,2024-01-17 01:14:17,terimakasihğŸ’ª
Dewi Nurhani,5,2024-01-16 12:23:43,sangat baik
ira rahmawati,5,2024-01-16 09:17:23,pelayanan baik
Nur Khazanah,5,2024-01-16 07:36:45,super nyaman perjalanan aman... anak ku juga senang next order lagi
Muhammad Masdar,5,2024-01-16 05:35:42,bagus
Heryanti Jusmi,5,2024-01-16 04:27:18,terbantu klo musim hujan
Dimas Septyan,5,2024-01-16 03:35:47,tuk weekend keliling kota pas bnget nyaman dan aman .drivernya welcome asyik
Shofia Adhara Rania,5,2024-01-16 00:11:22,"bagus, lumayan gak basah, cepat sampaienjangkau lorong2 ğŸ˜†"
Ramli Situju,5,2024-01-15 07:33:09,"terima kasih,salahsatu transportasi pilihan yg membantu masyarakat utk mencapai tujuan dgn ongkos yg terjangkau"
Reski Vivomks,4,2024-01-15 06:31:22,Baik
Nazril Nazrilhanaping,5,2024-01-14 09:43:46,mantap
Andi Wahyu,5,2024-01-14 09:07:56,maa syaa Allah
Gentry Brief,5,2024-01-14 08:10:55,kerennnn!!!!
Jorgi Watana,5,2024-01-14 07:59:03,sangat bgus fan driver sangat membantu
Andhrie M12,2,2024-01-14 05:20:55,Belum banyak titik maps yg dijangkau
Ayatul Husna,3,2024-01-14 03:10:32,Kami warga Maros belum bisa dapat driver di aplikasi ini. Tolong don dibuka terpaksa kami pesan offline. Karna saya liat sudh banyak yg lewat dijalanan maros
jus harun77,5,2024-01-13 08:38:26,mantaf. bawa anak . kluar hujan hujan . alhamdulillah bayar murah tpi tdk khujanan . luang lagi t4 dusuknya. masyaAllah
RAHAYU YUNUS,5,2024-01-13 05:38:04,"pengemudi baik,ramah..bersih dan tepat waktuğŸ‘ğŸ‘ğŸ‘"
Abdullah Munir,5,2024-01-11 13:13:04,sangat membantu dari panas dan hujan...dan bisa muatan 2 atau 3 org
Titia Frederika,5,2024-01-11 11:49:51,sangat bersih dan sopan drivernya
Ifaly Adila,3,2024-01-11 03:10:42,"driver harusnya siapkan uang kembalian, jangan penumpang yang kesana-kemari tuker uang. apalagi klu buru-buru.ğŸ˜”"
Andi Rizki Syamsul Bahri,3,2024-01-10 16:27:15,Harganya masih lebih mahal dari Ojol lainnya. Padahal jarak tempuhnya dekat.
Indri Mks,5,2024-01-10 03:51:29,sangat baik dan ramah pengemudi nya
Zak San 2008,5,2024-01-10 02:56:20,bersih dan tepat waktu
Saidah Ida,5,2024-01-10 02:33:38,Driverx RamahğŸ‘
Murdani Dani,5,2024-01-09 07:05:37,terima kasih daeng
Rani Marcstella,5,2024-01-09 01:00:46,"terimakasih, sangat puas"
Rahmat Rahmat,5,2024-01-08 09:23:05,puaass dan supirnya asyik di ajak ngobrol
Madrianah Madrianah,5,2024-01-07 14:22:17,baiknya kalau on time
Rosmi Lani,5,2024-01-07 08:10:14,menyenangkan naik maxride dan murahğŸ¥°
waty mansyur,5,2024-01-06 08:15:11,semoga makin bertambah armada bajaj nya
Andi Anisah Afifah Syah,5,2024-01-06 06:23:49,Good aplikasinya & drivernya ramah
A Syawal N,5,2024-01-06 06:19:09,Aplikasinya lebih mudah digunakan & gak ribet. Tarifnya juga murah dan lebih mudah kemana2 krn ukurannya kecil
Bdja Gorontalo,5,2024-01-06 04:20:28,Aplikasi transportasi online roda 3 pertama di indonesia
Zihan Khumairoh,5,2024-01-06 03:03:40,Manthap.....mudah mudahan sampai ke gorontalo
Hedar Man,5,2024-01-06 02:51:42,Mantap
Kurniati Misran,5,2024-01-04 11:49:51,"Mkasih masnya,di antar smpai tujuan"
Nur Hayati Bachtiar,5,2024-01-04 08:38:23,bagus
Rhyoko Rhyoko,5,2024-01-04 06:49:34,baik
Hardiman Azzahra,5,2024-01-03 10:21:50,semoga bisa berkembang lagi sangat membantu
Asiyah Syandi,5,2024-01-01 11:53:25,Mantap
BANTRIAJUN SESEAN,4,2023-12-31 11:03:39,NO Comment
Andi Asyraf,5,2023-12-31 06:14:33,ğŸ‘
Angelita Melisa,5,2023-12-30 14:58:23,mantul
Udhy Pakguru,5,2023-12-30 12:49:53,sangat membantu
Epin Jeno,3,2023-12-30 11:26:45,Tolong dari pihak maxride untuk berikan teguran bagi drivernya Hanya karena lokasi penjemputan diatas 5 menit malah minta dibatalkan Kok begini ya ngak konsisten samasekali saya order sampai tiga kali minta dibatalkan heran juga saya rasa padahal nilai tarifnya sudah ditentukan dari pihak maxridenya sendiri kebanyakan drivernya mau yang dekat semua
Khanza Putri maharani,5,2023-12-29 11:14:29,driver ramah dan baik
Misnaini L,5,2023-12-27 05:18:51,nyaman dan hati-hati
Enita Arma,5,2023-12-26 05:01:34,"mantap ..suka,driver ramah..ğŸ‘ğŸ‘ğŸ‘ğŸ‘"
Gl Ci,5,2023-12-25 13:47:30,mantapp
Windira Sari,1,2023-12-25 12:41:58,"Pesan satu kali, tpi dirvernya selalu lewat kejauhan pas udh lewat jauh dibatalin sndri trus gnti driver sndri, smpe hmpir 10 kali gnti driver sndri.. Kalau mau cri driver tolong yg bener2 mau krja dan ngrti teknologi, klau kyk gni lebih buruk dripda maxim!"
Sandra Ari,5,2023-12-25 12:22:56,Koq sdh tdk bisa d gunakan??bgtu buka aplikasi tertulis tdk ada koneksi internet pdhl data dan wifi ada
Rizal Usman,2,2023-12-24 02:17:27,"Tolong perhatikan kembali aplikasi kalau sudah pesan dan sudah sampai ditujuan. Terkadang aplikasi auto reorder atau memesan ulang kembali dengan titik penjemputan dan tujuan yang sama. Entah siapa yang salah, tapi saya sebagai driver sudah 3 kali dpt pesanan dan sampai di titik penjemputan pas tlfn costumer katanya dia sudah diantar 1 jam yang lalu, konyol. Setelah costumer cek aplikasi ternyata mmng pesan ulang tp bukan di sengaja, tanpa sepengetahuannya, aneh bin ajaib maxride. Sessa jki"
Subri Zola,4,2023-12-24 02:03:32,"Bagus... Hanya saja waktu menunggu driver yg datang masih lumayan lama, mgkn krn driver msh kurang jadi dapat yg jaraknya jauh jauh"
Andi Linda,5,2023-12-23 02:44:40,mantap
Azzahrah Anna (AnnaMO),5,2023-12-23 02:18:27,senang banget driver baik
Aulia 77,5,2023-12-23 01:09:02,terima kasih
Taudehh321,5,2023-12-22 04:23:58,pelayanan baik
Abdul salam,4,2023-12-21 03:03:38,"masih perlu dikembangkan lagi,terutama pengemudinya,sebagian besar belum paham dengan aplikasinya,yang paling mendasar para pengemudinya gak terlalu paham membaca peta,ini khusus tuk pengemudi yang di Makassar perlu adanya traning sangat perlu seperti pengemudi ojek online lainnya..."
Fitri Mawar,5,2023-12-21 02:03:28,mantap
Marwan Saini,5,2023-12-20 02:31:36,membantu...cepat dan lumayan murah...ğŸ‘ğŸ‘
Ibrahim Arif,1,2023-12-19 06:52:27,Tidak ada masuk SMS verifikasi nya
Andi Batari Hamka,3,2023-12-19 06:35:00,"tolong drivernya lebih di ajarkan wawasannya tentang teknologi, terkusus baca map, sy pesan dr td tidak sampaiÂ² sampe mutarÂ² krn ga tau baca map. padahal ini kl drivernya semua bisa baca maps pasti maxrud menjadi salah satu transportasi yg dibutuhkn ."
Anti Usman,5,2023-12-18 13:14:29,sangat baik dgn ada nya bajaj
ARFIYANI YUSRI,5,2023-12-17 13:21:10,murah nyaman
Nur Ridwan,5,2023-12-16 06:12:00,Bajai emang baik cuma orang yg iri hati yang kasi bintang 1 komentar tidak lepas
Randi WYN,5,2023-12-14 13:31:10,Baik emang bajai iye
Abd Rahmat syarif,5,2023-12-14 05:38:35,Gasssssss sampai Jebolll
Iqra Bismawati,1,2023-12-14 00:47:56,Aplikasinya bagus.. Tapi sayang kemarin saya order total pembayaran 57ribu tapi pas bayar 71rb.mana saya orderkan teman saya.. Dengan DD4321 XX.. Dan mohon untuk aplikasinya bisa diberikan penilaian supaya drivernya bisa di nilai di situ..
Tenk Mo,5,2023-12-10 14:41:23,Mantap sangat membantu
Gustiawan Tipe-X,5,2023-12-07 14:18:26,Maxride Top Bangett .... ğŸ‘
Muhammad Saputra,5,2023-12-07 02:07:08,Seru
Candra Dewi25,5,2023-12-06 09:00:32,bagus
Mutiah Subbaga,5,2023-12-04 12:29:55,recomended buat transportasi aman dan nyaman.....like for bajaj re
tanete Kalapadang,5,2023-12-03 10:29:57,"keren , dan bagus"
Adjeng Sekarrini,5,2023-12-03 02:12:38,Suka banget akhirnya bisa naik bajaj mana bajajnya bagus ga ringkih pelayanan juga bagus pertahanin yağŸ¤
Mulianti Tiko,5,2023-12-02 08:53:31,Terima kasih sudah tolong sampai rumah pak ğŸ™ğŸ½
Ibe Ibemo,5,2023-11-27 18:31:02,Semoga Berkah
Anca Anca,5,2023-11-23 01:30:34,Bagus
M Safri,5,2023-11-08 05:52:49,good
Fauzan Rahman,5,2023-11-07 16:13:27,"pokok nya Gasskan, sukses ki.."
Halmah Kamma,5,2023-11-02 22:51:21,Good aplikasi bajai
Syukron Dwi Anugrah Alam,1,2023-10-16 05:17:42,"tdk bisa login, notif koneksi tidak tersambung"
